16-1-2 00:30:39.3|Info|Bootstrap|Starting Sonarr - /NzbDrone/NzbDrone.exe - Version 2.0.0.3645
16-1-2 00:30:42.9|Debug|MigrationLogger|Took: 00:00:00.0023320
16-1-2 00:30:42.9|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (25, '2016-01-02T00:30:42', 'move_notification_to_generic_provider')
16-1-2 00:30:42.9|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:42.9|Debug|MigrationLogger|25: move_notification_to_generic_provider migrated
16-1-2 00:30:42.9|Debug|MigrationLogger|Took: 00:00:00.0138590
16-1-2 00:30:43.1|Info|MigrationLogger|*** 26: add_config_contract_to_notifications migrating ***
16-1-2 00:30:43.1|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:43.1|Info|add_config_contract_to_notifications|Starting migration to 26
16-1-2 00:30:43.1|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:43.2|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'EmailSettings' WHERE "Implementation" = 'Email'
16-1-2 00:30:43.2|Debug|MigrationLogger|Took: 00:00:00.0072100
16-1-2 00:30:43.2|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:43.2|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'GrowlSettings' WHERE "Implementation" = 'Growl'
16-1-2 00:30:43.2|Debug|MigrationLogger|Took: 00:00:00.0181930
16-1-2 00:30:43.2|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:43.2|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'NotifyMyAndroidSettings' WHERE "Implementation" = 'NotifyMyAndroid'
16-1-2 00:30:43.3|Debug|MigrationLogger|Took: 00:00:00.0233210
16-1-2 00:30:43.3|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:43.3|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'PlexClientSettings' WHERE "Implementation" = 'PlexClient'
16-1-2 00:30:43.3|Debug|MigrationLogger|Took: 00:00:00.0024880
16-1-2 00:30:43.3|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:43.3|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'PlexServerSettings' WHERE "Implementation" = 'PlexServer'
16-1-2 00:30:43.3|Debug|MigrationLogger|Took: 00:00:00.0031100
16-1-2 00:30:43.3|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:43.3|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'ProwlSettings' WHERE "Implementation" = 'Prowl'
16-1-2 00:30:43.3|Debug|MigrationLogger|Took: 00:00:00.0027520
16-1-2 00:30:43.3|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:43.3|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'PushBulletSettings' WHERE "Implementation" = 'PushBullet'
16-1-2 00:30:43.3|Debug|MigrationLogger|Took: 00:00:00.0036840
16-1-2 00:30:43.3|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:43.3|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'PushoverSettings' WHERE "Implementation" = 'Pushover'
16-1-2 00:30:43.4|Debug|MigrationLogger|Took: 00:00:00.0028100
16-1-2 00:30:43.4|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:43.4|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'XbmcSettings' WHERE "Implementation" = 'Xbmc'
16-1-2 00:30:43.4|Debug|MigrationLogger|Took: 00:00:00.0149920
16-1-2 00:30:43.4|Debug|MigrationLogger|FluentMigrator.Expressions.DeleteDataExpression
16-1-2 00:30:43.4|Debug|MigrationLogger|DELETE FROM "Notifications" WHERE "ConfigContract" IS NULL
16-1-2 00:30:43.4|Debug|MigrationLogger|Took: 00:00:00.0062050
16-1-2 00:30:43.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (26, '2016-01-02T00:30:43', 'add_config_contract_to_notifications')
16-1-2 00:30:43.4|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:43.4|Debug|MigrationLogger|26: add_config_contract_to_notifications migrated
16-1-2 00:30:43.4|Debug|MigrationLogger|Took: 00:00:00.0289620
16-1-2 00:30:43.4|Info|MigrationLogger|*** 27: fix_omgwtfnzbs migrating ***
16-1-2 00:30:43.4|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:43.5|Info|fix_omgwtfnzbs|Starting migration to 27
16-1-2 00:30:43.5|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:43.5|Debug|MigrationLogger|UPDATE "Indexers" SET "ConfigContract" = 'OmgwtfnzbsSettings' WHERE "Implementation" = 'Omgwtfnzbs'
16-1-2 00:30:43.5|Debug|MigrationLogger|Took: 00:00:00.0053540
16-1-2 00:30:43.5|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:43.5|Debug|MigrationLogger|UPDATE "Indexers" SET "Settings" = '{}' WHERE "Implementation" = 'Omgwtfnzbs' AND "Settings" IS NULL
16-1-2 00:30:43.5|Debug|MigrationLogger|Took: 00:00:00.0028830
16-1-2 00:30:43.5|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:43.6|Debug|MigrationLogger|UPDATE "Indexers" SET "Settings" = '{}' WHERE "Implementation" = 'Omgwtfnzbs' AND "Settings" = ''
16-1-2 00:30:43.6|Debug|MigrationLogger|Took: 00:00:00.0062030
16-1-2 00:30:43.7|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (27, '2016-01-02T00:30:43', 'fix_omgwtfnzbs')
16-1-2 00:30:43.7|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:43.7|Debug|MigrationLogger|27: fix_omgwtfnzbs migrated
16-1-2 00:30:43.7|Debug|MigrationLogger|Took: 00:00:00.0351690
16-1-2 00:30:43.7|Info|MigrationLogger|*** 28: add_blacklist_table migrating ***
16-1-2 00:30:43.7|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:43.7|Info|add_blacklist_table|Starting migration to 28
16-1-2 00:30:43.7|Debug|MigrationLogger|CreateTable Blacklist
16-1-2 00:30:43.7|Debug|MigrationLogger|CREATE TABLE "Blacklist" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "SeriesId" INTEGER NOT NULL, "EpisodeIds" TEXT NOT NULL, "SourceTitle" TEXT NOT NULL, "Quality" TEXT NOT NULL, "Date" DATETIME NOT NULL)
16-1-2 00:30:43.7|Debug|MigrationLogger|Took: 00:00:00.0184520
16-1-2 00:30:43.7|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (28, '2016-01-02T00:30:43', 'add_blacklist_table')
16-1-2 00:30:43.7|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:43.8|Debug|MigrationLogger|28: add_blacklist_table migrated
16-1-2 00:30:43.8|Debug|MigrationLogger|Took: 00:00:00.0495730
16-1-2 00:30:43.8|Info|MigrationLogger|*** 29: add_formats_to_naming_config migrating ***
16-1-2 00:30:43.8|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:43.8|Info|add_formats_to_naming_config|Starting migration to 29
16-1-2 00:30:43.8|Debug|MigrationLogger|AlterTable NamingConfig
16-1-2 00:30:43.8|Debug|MigrationLogger|
16-1-2 00:30:43.8|Debug|MigrationLogger|Took: 00:00:00.0030380
16-1-2 00:30:43.8|Debug|MigrationLogger|CreateColumn NamingConfig StandardEpisodeFormat String
16-1-2 00:30:43.8|Debug|MigrationLogger|ALTER TABLE "NamingConfig" ADD COLUMN "StandardEpisodeFormat" TEXT
16-1-2 00:30:43.9|Debug|MigrationLogger|Took: 00:00:00.0099220
16-1-2 00:30:43.9|Debug|MigrationLogger|AlterTable NamingConfig
16-1-2 00:30:43.9|Debug|MigrationLogger|
16-1-2 00:30:43.9|Debug|MigrationLogger|Took: 00:00:00.0025420
16-1-2 00:30:43.9|Debug|MigrationLogger|CreateColumn NamingConfig DailyEpisodeFormat String
16-1-2 00:30:43.9|Debug|MigrationLogger|ALTER TABLE "NamingConfig" ADD COLUMN "DailyEpisodeFormat" TEXT
16-1-2 00:30:43.9|Debug|MigrationLogger|Took: 00:00:00.0103360
16-1-2 00:30:43.9|Debug|MigrationLogger|PerformDBOperation 
16-1-2 00:30:43.9|Debug|MigrationLogger|Performing DB Operation
16-1-2 00:30:43.9|Debug|MigrationLogger|Took: 00:00:00.0067850
16-1-2 00:30:43.9|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (29, '2016-01-02T00:30:43', 'add_formats_to_naming_config')
16-1-2 00:30:43.9|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:43.9|Debug|MigrationLogger|29: add_formats_to_naming_config migrated
16-1-2 00:30:43.9|Debug|MigrationLogger|Took: 00:00:00.0198160
16-1-2 00:30:43.9|Info|MigrationLogger|*** 30: add_season_folder_format_to_naming_config migrating ***
16-1-2 00:30:43.9|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:43.9|Info|add_season_folder_format_to_naming_config|Starting migration to 30
16-1-2 00:30:43.9|Debug|MigrationLogger|AlterTable NamingConfig
16-1-2 00:30:43.9|Debug|MigrationLogger|
16-1-2 00:30:43.9|Debug|MigrationLogger|Took: 00:00:00.0017050
16-1-2 00:30:43.9|Debug|MigrationLogger|CreateColumn NamingConfig SeasonFolderFormat String
16-1-2 00:30:43.9|Debug|MigrationLogger|ALTER TABLE "NamingConfig" ADD COLUMN "SeasonFolderFormat" TEXT
16-1-2 00:30:43.9|Debug|MigrationLogger|Took: 00:00:00.0083910
16-1-2 00:30:43.9|Debug|MigrationLogger|PerformDBOperation 
16-1-2 00:30:44.0|Debug|MigrationLogger|Performing DB Operation
16-1-2 00:30:44.0|Debug|MigrationLogger|Took: 00:00:00.0050890
16-1-2 00:30:44.0|Debug|MigrationLogger|ExecuteSqlStatement DELETE FROM Config WHERE [Key] = 'seasonfolderformat'
16-1-2 00:30:44.0|Debug|MigrationLogger|DELETE FROM Config WHERE [Key] = 'seasonfolderformat'
16-1-2 00:30:44.0|Debug|MigrationLogger|Took: 00:00:00.0020370
16-1-2 00:30:44.0|Debug|MigrationLogger|ExecuteSqlStatement DELETE FROM Config WHERE [Key] = 'useseasonfolder'
16-1-2 00:30:44.0|Debug|MigrationLogger|DELETE FROM Config WHERE [Key] = 'useseasonfolder'
16-1-2 00:30:44.0|Debug|MigrationLogger|Took: 00:00:00.0022810
16-1-2 00:30:44.0|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (30, '2016-01-02T00:30:44', 'add_season_folder_format_to_naming_config')
16-1-2 00:30:44.0|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:44.0|Debug|MigrationLogger|30: add_season_folder_format_to_naming_config migrated
16-1-2 00:30:44.0|Debug|MigrationLogger|Took: 00:00:00.0211130
16-1-2 00:30:44.0|Info|MigrationLogger|*** 31: delete_old_naming_config_columns migrating ***
16-1-2 00:30:44.0|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:44.0|Info|delete_old_naming_config_columns|Starting migration to 31
16-1-2 00:30:44.0|Debug|MigrationLogger|DeleteColumn NamingConfig Separator, NumberStyle, IncludeSeriesTitle, IncludeEpisodeTitle, IncludeQuality, ReplaceSpaces
16-1-2 00:30:44.1|Debug|MigrationLogger|CREATE TABLE "NamingConfig_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "MultiEpisodeStyle" INTEGER NOT NULL, "RenameEpisodes" INTEGER, "StandardEpisodeFormat" TEXT, "DailyEpisodeFormat" TEXT, "SeasonFolderFormat" TEXT)
16-1-2 00:30:44.1|Debug|MigrationLogger|INSERT INTO "NamingConfig_temp" SELECT "Id", "MultiEpisodeStyle", "RenameEpisodes", "StandardEpisodeFormat", "DailyEpisodeFormat", "SeasonFolderFormat" FROM "NamingConfig"
16-1-2 00:30:44.1|Debug|MigrationLogger|DROP TABLE "NamingConfig"
16-1-2 00:30:44.1|Debug|MigrationLogger|ALTER TABLE "NamingConfig_temp" RENAME TO "NamingConfig"
16-1-2 00:30:44.1|Debug|MigrationLogger|Took: 00:00:00.0554240
16-1-2 00:30:44.1|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (31, '2016-01-02T00:30:44', 'delete_old_naming_config_columns')
16-1-2 00:30:44.1|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:44.1|Debug|MigrationLogger|31: delete_old_naming_config_columns migrated
16-1-2 00:30:44.1|Debug|MigrationLogger|Took: 00:00:00.0684590
16-1-2 00:30:44.1|Info|MigrationLogger|*** 32: set_default_release_group migrating ***
16-1-2 00:30:44.1|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:44.1|Info|set_default_release_group|Starting migration to 32
16-1-2 00:30:44.1|Debug|MigrationLogger|ExecuteSqlStatement UPDATE EpisodeFiles SET ReleaseGroup = 'DRONE' WHERE ReleaseGroup IS NULL
16-1-2 00:30:44.1|Debug|MigrationLogger|UPDATE EpisodeFiles SET ReleaseGroup = 'DRONE' WHERE ReleaseGroup IS NULL
16-1-2 00:30:44.1|Debug|MigrationLogger|Took: 00:00:00.0041300
16-1-2 00:30:44.1|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (32, '2016-01-02T00:30:44', 'set_default_release_group')
16-1-2 00:30:44.1|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:44.1|Debug|MigrationLogger|32: set_default_release_group migrated
16-1-2 00:30:44.1|Debug|MigrationLogger|Took: 00:00:00.0209160
16-1-2 00:30:44.2|Info|MigrationLogger|*** 33: add_api_key_to_pushover migrating ***
16-1-2 00:30:44.2|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:44.2|Info|add_api_key_to_pushover|Starting migration to 33
16-1-2 00:30:44.2|Debug|MigrationLogger|PerformDBOperation 
16-1-2 00:30:44.2|Debug|MigrationLogger|Performing DB Operation
16-1-2 00:30:44.2|Debug|MigrationLogger|Took: 00:00:00.0036930
16-1-2 00:30:44.2|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (33, '2016-01-02T00:30:44', 'add_api_key_to_pushover')
16-1-2 00:30:44.2|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:44.2|Debug|MigrationLogger|33: add_api_key_to_pushover migrated
16-1-2 00:30:44.2|Debug|MigrationLogger|Took: 00:00:00.0151600
16-1-2 00:30:44.2|Info|MigrationLogger|*** 34: remove_series_contraints migrating ***
16-1-2 00:30:44.2|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:44.2|Info|remove_series_contraints|Starting migration to 34
16-1-2 00:30:44.2|Debug|MigrationLogger|AlterTable Series
16-1-2 00:30:44.2|Debug|MigrationLogger|
16-1-2 00:30:44.2|Debug|MigrationLogger|Took: 00:00:00.0018970
16-1-2 00:30:44.2|Debug|MigrationLogger|AlterColumn Series ImdbId String
16-1-2 00:30:44.2|Debug|MigrationLogger|CREATE TABLE "Series_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "TvdbId" INTEGER NOT NULL, "TvRageId" INTEGER NOT NULL, "ImdbId" TEXT, "Title" TEXT NOT NULL, "TitleSlug" TEXT NOT NULL, "CleanTitle" TEXT NOT NULL, "Status" INTEGER NOT NULL, "Overview" TEXT, "AirTime" TEXT, "Images" TEXT NOT NULL, "Path" TEXT NOT NULL, "Monitored" INTEGER NOT NULL, "QualityProfileId" INTEGER NOT NULL, "SeasonFolder" INTEGER NOT NULL, "LastInfoSync" DATETIME, "LastDiskSync" DATETIME, "Runtime" INTEGER NOT NULL, "SeriesType" INTEGER NOT NULL, "Network" TEXT, "UseSceneNumbering" INTEGER NOT NULL, "FirstAired" DATETIME, "NextAiring" DATETIME, "Year" INTEGER, "Seasons" TEXT)
16-1-2 00:30:44.3|Debug|MigrationLogger|INSERT INTO "Series_temp" SELECT "Id", "TvdbId", "TvRageId", "ImdbId", "Title", "TitleSlug", "CleanTitle", "Status", "Overview", "AirTime", "Images", "Path", "Monitored", "QualityProfileId", "SeasonFolder", "LastInfoSync", "LastDiskSync", "Runtime", "SeriesType", "Network", "UseSceneNumbering", "FirstAired", "NextAiring", "Year", "Seasons" FROM "Series"
16-1-2 00:30:44.3|Debug|MigrationLogger|DROP TABLE "Series"
16-1-2 00:30:44.3|Debug|MigrationLogger|ALTER TABLE "Series_temp" RENAME TO "Series"
16-1-2 00:30:44.3|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Series_TvdbId" ON "Series" ("TvdbId" ASC)
16-1-2 00:30:44.3|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Series_TitleSlug" ON "Series" ("TitleSlug" ASC)
16-1-2 00:30:44.3|Debug|MigrationLogger|Took: 00:00:00.0409620
16-1-2 00:30:44.3|Debug|MigrationLogger|AlterColumn Series TitleSlug String
16-1-2 00:30:44.3|Debug|MigrationLogger|CREATE TABLE "Series_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "TvdbId" INTEGER NOT NULL, "TvRageId" INTEGER NOT NULL, "ImdbId" TEXT, "Title" TEXT NOT NULL, "TitleSlug" TEXT, "CleanTitle" TEXT NOT NULL, "Status" INTEGER NOT NULL, "Overview" TEXT, "AirTime" TEXT, "Images" TEXT NOT NULL, "Path" TEXT NOT NULL, "Monitored" INTEGER NOT NULL, "QualityProfileId" INTEGER NOT NULL, "SeasonFolder" INTEGER NOT NULL, "LastInfoSync" DATETIME, "LastDiskSync" DATETIME, "Runtime" INTEGER NOT NULL, "SeriesType" INTEGER NOT NULL, "Network" TEXT, "UseSceneNumbering" INTEGER NOT NULL, "FirstAired" DATETIME, "NextAiring" DATETIME, "Year" INTEGER, "Seasons" TEXT)
16-1-2 00:30:44.3|Debug|MigrationLogger|INSERT INTO "Series_temp" SELECT "Id", "TvdbId", "TvRageId", "ImdbId", "Title", "TitleSlug", "CleanTitle", "Status", "Overview", "AirTime", "Images", "Path", "Monitored", "QualityProfileId", "SeasonFolder", "LastInfoSync", "LastDiskSync", "Runtime", "SeriesType", "Network", "UseSceneNumbering", "FirstAired", "NextAiring", "Year", "Seasons" FROM "Series"
16-1-2 00:30:44.3|Debug|MigrationLogger|DROP TABLE "Series"
16-1-2 00:30:44.3|Debug|MigrationLogger|ALTER TABLE "Series_temp" RENAME TO "Series"
16-1-2 00:30:44.3|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Series_TvdbId" ON "Series" ("TvdbId" ASC)
16-1-2 00:30:44.3|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Series_TitleSlug" ON "Series" ("TitleSlug" ASC)
16-1-2 00:30:44.3|Debug|MigrationLogger|Took: 00:00:00.0470150
16-1-2 00:30:44.3|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (34, '2016-01-02T00:30:44', 'remove_series_contraints')
16-1-2 00:30:44.3|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:44.3|Debug|MigrationLogger|34: remove_series_contraints migrated
16-1-2 00:30:44.3|Debug|MigrationLogger|Took: 00:00:00.0577560
16-1-2 00:30:44.3|Info|MigrationLogger|*** 35: add_series_folder_format_to_naming_config migrating ***
16-1-2 00:30:44.3|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:44.4|Info|add_series_folder_format_to_naming_config|Starting migration to 35
16-1-2 00:30:44.4|Debug|MigrationLogger|AlterTable NamingConfig
16-1-2 00:30:44.4|Debug|MigrationLogger|
16-1-2 00:30:44.4|Debug|MigrationLogger|Took: 00:00:00.0036030
16-1-2 00:30:44.4|Debug|MigrationLogger|CreateColumn NamingConfig SeriesFolderFormat String
16-1-2 00:30:44.4|Debug|MigrationLogger|ALTER TABLE "NamingConfig" ADD COLUMN "SeriesFolderFormat" TEXT
16-1-2 00:30:44.4|Debug|MigrationLogger|Took: 00:00:00.0034180
16-1-2 00:30:44.4|Debug|MigrationLogger|ExecuteSqlStatement UPDATE NamingConfig SET SeriesFolderFormat = '{Series Title}'
16-1-2 00:30:44.4|Debug|MigrationLogger|UPDATE NamingConfig SET SeriesFolderFormat = '{Series Title}'
16-1-2 00:30:44.4|Debug|MigrationLogger|Took: 00:00:00.0027270
16-1-2 00:30:44.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (35, '2016-01-02T00:30:44', 'add_series_folder_format_to_naming_config')
16-1-2 00:30:44.4|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:44.4|Debug|MigrationLogger|35: add_series_folder_format_to_naming_config migrated
16-1-2 00:30:44.4|Debug|MigrationLogger|Took: 00:00:00.0177410
16-1-2 00:30:44.4|Info|MigrationLogger|*** 36: update_with_quality_converters migrating ***
16-1-2 00:30:44.4|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:44.4|Info|update_with_quality_converters|Starting migration to 36
16-1-2 00:30:44.4|Debug|MigrationLogger|AlterTable QualityProfiles
16-1-2 00:30:44.4|Debug|MigrationLogger|
16-1-2 00:30:44.4|Debug|MigrationLogger|Took: 00:00:00.0027960
16-1-2 00:30:44.5|Debug|MigrationLogger|CreateColumn QualityProfiles Items String
16-1-2 00:30:44.5|Debug|MigrationLogger|ALTER TABLE "QualityProfiles" ADD COLUMN "Items" TEXT
16-1-2 00:30:44.5|Debug|MigrationLogger|Took: 00:00:00.0064840
16-1-2 00:30:44.5|Debug|MigrationLogger|PerformDBOperation 
16-1-2 00:30:44.5|Debug|MigrationLogger|Performing DB Operation
16-1-2 00:30:44.5|Debug|MigrationLogger|Took: 00:00:00.0029930
16-1-2 00:30:44.5|Debug|MigrationLogger|PerformDBOperation 
16-1-2 00:30:44.5|Debug|MigrationLogger|Performing DB Operation
16-1-2 00:30:44.5|Debug|MigrationLogger|Took: 00:00:00.0044890
16-1-2 00:30:44.5|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (36, '2016-01-02T00:30:44', 'update_with_quality_converters')
16-1-2 00:30:44.5|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:44.5|Debug|MigrationLogger|36: update_with_quality_converters migrated
16-1-2 00:30:44.5|Debug|MigrationLogger|Took: 00:00:00.0222890
16-1-2 00:30:44.5|Info|MigrationLogger|*** 37: add_configurable_qualities migrating ***
16-1-2 00:30:44.5|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:44.5|Info|add_configurable_qualities|Starting migration to 37
16-1-2 00:30:44.5|Debug|MigrationLogger|DeleteColumn QualityProfiles Allowed
16-1-2 00:30:44.5|Debug|MigrationLogger|CREATE TABLE "QualityProfiles_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Name" TEXT NOT NULL, "Cutoff" INTEGER NOT NULL, "Items" TEXT)
16-1-2 00:30:44.5|Debug|MigrationLogger|INSERT INTO "QualityProfiles_temp" SELECT "Id", "Name", "Cutoff", "Items" FROM "QualityProfiles"
16-1-2 00:30:44.5|Debug|MigrationLogger|DROP TABLE "QualityProfiles"
16-1-2 00:30:44.5|Debug|MigrationLogger|ALTER TABLE "QualityProfiles_temp" RENAME TO "QualityProfiles"
16-1-2 00:30:44.6|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_QualityProfiles_Name" ON "QualityProfiles" ("Name" ASC)
16-1-2 00:30:44.6|Debug|MigrationLogger|Took: 00:00:00.0314570
16-1-2 00:30:44.6|Debug|MigrationLogger|AlterColumn QualityProfiles Items String
16-1-2 00:30:44.6|Debug|MigrationLogger|CREATE TABLE "QualityProfiles_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Name" TEXT NOT NULL, "Cutoff" INTEGER NOT NULL, "Items" TEXT NOT NULL)
16-1-2 00:30:44.6|Debug|MigrationLogger|INSERT INTO "QualityProfiles_temp" SELECT "Id", "Name", "Cutoff", "Items" FROM "QualityProfiles"
16-1-2 00:30:44.6|Debug|MigrationLogger|DROP TABLE "QualityProfiles"
16-1-2 00:30:44.6|Debug|MigrationLogger|ALTER TABLE "QualityProfiles_temp" RENAME TO "QualityProfiles"
16-1-2 00:30:44.6|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_QualityProfiles_Name" ON "QualityProfiles" ("Name" ASC)
16-1-2 00:30:44.6|Debug|MigrationLogger|Took: 00:00:00.0345360
16-1-2 00:30:44.6|Debug|MigrationLogger|CreateTable QualityDefinitions
16-1-2 00:30:44.6|Debug|MigrationLogger|CREATE TABLE "QualityDefinitions" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Quality" INTEGER NOT NULL, "Title" TEXT NOT NULL, "Weight" INTEGER NOT NULL, "MinSize" INTEGER NOT NULL, "MaxSize" INTEGER NOT NULL)
16-1-2 00:30:44.6|Debug|MigrationLogger|Took: 00:00:00.0055150
16-1-2 00:30:44.6|Debug|MigrationLogger|CreateIndex QualityDefinitions (Quality)
16-1-2 00:30:44.6|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_QualityDefinitions_Quality" ON "QualityDefinitions" ("Quality" ASC)
16-1-2 00:30:44.6|Debug|MigrationLogger|Took: 00:00:00.0032970
16-1-2 00:30:44.6|Debug|MigrationLogger|CreateIndex QualityDefinitions (Title)
16-1-2 00:30:44.6|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_QualityDefinitions_Title" ON "QualityDefinitions" ("Title" ASC)
16-1-2 00:30:44.6|Debug|MigrationLogger|Took: 00:00:00.0056220
16-1-2 00:30:44.6|Debug|MigrationLogger|CreateIndex QualityDefinitions (Weight)
16-1-2 00:30:44.6|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_QualityDefinitions_Weight" ON "QualityDefinitions" ("Weight" ASC)
16-1-2 00:30:44.6|Debug|MigrationLogger|Took: 00:00:00.0030400
16-1-2 00:30:44.6|Debug|MigrationLogger|PerformDBOperation 
16-1-2 00:30:44.6|Debug|MigrationLogger|Performing DB Operation
16-1-2 00:30:44.7|Debug|MigrationLogger|Took: 00:00:00.0058180
16-1-2 00:30:44.7|Debug|MigrationLogger|DeleteTable QualitySizes
16-1-2 00:30:44.7|Debug|MigrationLogger|DROP TABLE "QualitySizes"
16-1-2 00:30:44.7|Debug|MigrationLogger|Took: 00:00:00.0046030
16-1-2 00:30:44.7|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (37, '2016-01-02T00:30:44', 'add_configurable_qualities')
16-1-2 00:30:44.7|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:44.7|Debug|MigrationLogger|37: add_configurable_qualities migrated
16-1-2 00:30:44.7|Debug|MigrationLogger|Took: 00:00:00.0305060
16-1-2 00:30:44.7|Info|MigrationLogger|*** 38: add_on_upgrade_to_notifications migrating ***
16-1-2 00:30:44.7|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:44.7|Info|add_on_upgrade_to_notifications|Starting migration to 38
16-1-2 00:30:44.7|Debug|MigrationLogger|AlterTable Notifications
16-1-2 00:30:44.7|Debug|MigrationLogger|
16-1-2 00:30:44.7|Debug|MigrationLogger|Took: 00:00:00.0025360
16-1-2 00:30:44.7|Debug|MigrationLogger|CreateColumn Notifications OnUpgrade Boolean
16-1-2 00:30:44.7|Debug|MigrationLogger|ALTER TABLE "Notifications" ADD COLUMN "OnUpgrade" INTEGER
16-1-2 00:30:44.7|Debug|MigrationLogger|Took: 00:00:00.0030250
